review_id,review,label
c45811d9f90e22a81155b3a1e4a5c2e8,recomendar sempre kit mochila patrulhar canino lindar neto ir amar obrigar,1
e29ab4a671400c41322e4855de633c6a,maravilhar,1
0bd4dcc4f6c4621baf37f73495cad8c4,entregar prazo,0
888f11883ff85fa5c07e6ae1192d85c4,cumprir prometer comprar entregar tempo satisfatório,1
65dfeb60c40e3cbb0a1838285d86f885,pedir reembolsar respostar momento,0
50a1eaa2f96d6f3e02d0cd68d92bab75,recomendar super rápido,1
436f71c9cc0c1aab7f51dc0cd0820516,satisfazer,1
97d4feff1fd7129bee6cde095b9dac2a,estao parabens sempre chegar muiiita antecedencia obrigar,1
352609f0f2d34ce5d3b8de817ee948d5,não receber produto,0
1692078634b63c7f25aa90ee746ec498,otimo ok recomendar,1
ff722b4c68783a4459a3adb9bb4e1d0d,produto chegar pc não conseguir reconhecer portar usb,0
8055e963f26f70c406ca517b2c2848e6,produto bom qualidade chegar antar prazo prometer,1
ae728c1061bf163b4bd256ad9ee0bb83,pedir baldar pedir bloco montar un r cada não entregar vender entregar targaryen tapetar eva nº letra pedir criança un r entreg,0
41926e45719f9b923357ea3bb222195f,entregar rápido parabém,1
72730619a00e0ecdecf0a4ff862d8996,comprar tres pacote cincar folhar cada papel transfer tecer escuro so receber dois,0
c5d83c2523ef15209c8faf5133a7bafb,faltar apenas produto receber hoje obrigar tudo certar att elenice,1
766fc608e4f2683020fb0a121d9db23e,bolsar térmico além lindo super espaçoso produto acordar anunciar entregar super rápido entregar bem antar prazo,1
5c37d7ba6ef2f031c34bb4fda3454018,demorar pra entregar,0
83414f98136ce687f7eb69e555b2519c,super rapido entregar chegar antar datar,1
46d8249ea59101c7288936c3e6f155d7,entregar atrasar entregar dividir dois não comunicar loja chegar pensar haver enviar partir produto,0
346317f9aff540395fe46893611854f8,não funcionar não fazer sincronismo,0
2685a4800004a12ec09d27264ff1915f,recomendar todo cliente,1
c422274e50e900b46fee429016c5458d,gostar,0
3f6d9482c57cdb5fc7012f7b9b5ed4c5,otima,1
a55012f5c7e74353e92986be15d133b6,gostar jogar banhar estampar florir bordar tudo bonito ótimo produto,1
487f8ff16eaf366dc7c01652202048c3,chegar apenas pedir noto garantir constar dois joias,0
ef8ae544c432bb1053ba5990bd0d6227,não receber produto constar sistema receber além pagar caro fretar,0
aaab917291fea34988b9a0cb60e0716f,comprar relógio unissex enviar relógio feminino bem menor especificação anúncio,0
3f73914ab5fc1cd68ad6757c93644349,sempre comprar lannister pra mim melhor loja on lenir,1
e2fd85e5df711bd91e6e96e13c741843,produto qualidade excelente,1
42ae74a43661be8587b2e2db054179db,ótimo custar benefício,1
d8f61c7fcd172785563a65cd65a8cea8,ok,1
79927442ebcbf70b2021e1339bb9a51b,bom gostar atenção entregar,1
14613df954694f243dedeaa2c8a3a5c2,vidrar quebrar vir caixa nenhum proteção dentro caixa amassar desculpar gostar comprar vcs,1
5f938e5f5f2e9a75710b54feeb9ea610,médio pedir não servir,0
d7ea05bb4f9c77d606fd90b1a27e317d,comprar produto dia fevereiro hoje dia marcar não entregar residência não saber correio dessar brasil mau próprio loja demorar postar,0
185cb85ede91009d7a8e685687c037ee,fazer comprar fazer dia não receber ainda produto preciso melhorar entregar,0
0c9b6ca9b3beaf0fd5d621f63844ea01,prazo entregar esperar receber semana não tão extravagante porém atrazo fazer desistir baratheon,1
c399eafa15aafaecdd1d9008f5b34ed6,entregar prazo certar ficar feliz comprar fazer,1
8ef36616bef00398b6e413c124f436c8,lindar relógio adorar,1
57e994485c2ebd293e4fa9cd62e5bb96,comprar dois lustre pendente parceiro targaryen enviar lustrar abrir reclamação ainda não receber respostar aguardar solução partir loja lannister,0
59d95e0b5b52d038dc3a022b7c912969,super produto bom alto qualidade,1
a0adf7a439816b22050d6bf433cbbff6,produto bonito entregar bem valar dentro prazo recomendar,1
93fbbe62dcf6ffac99be013a1c68eb52,bom,1
c40a6b6e0181e5ec0d12cbc2e12c49d3,falto produto quebrar faltar produto receber vir quebrar,0
5241fcad10d7b45a1761f1e1e1536faa,super recomendar chegar dentro prazo produto excelente qualidade acabar dor costa dormir bem,1
06f47dacd0575e592bf6a17e922ce6cd,não receber ainda aqui descrever entregar atar agora não receber,0
d36219dfadc3a5b07ab66670d23915ad,achar rastrear produto dever ser melhor precisar geral ótima experiência,1
5230dc021b8ce3fe53ed728af873a6d1,ainda não oportunidade testar,1
4656b8ed41c17f6be05e911e211ecd8f,recomendar começar usar agora,0
8ef0597f9b1870cf46c81358425f0e24,nado declarar,1
6b341682ab39af9fa00d72d7388c903b,noto comprar produto corretar capar internar ser outro,0
e4f0765c572989acb3d2d17c911ccce4,entregar super rapida,0
557ae9c16a8ea3909db2fc5a01bc5151,suspense fazer pedir garrafa azeitar chegar dia outro quase horar contato loja dificil tanto ver mail qto telef suspense terminar lá não comprar,0
5939898b5d2ac05454b2fe1aeecaad19,produto chegar rapido bom qualidade recomendar produto,1
a89a2b0c2014bc49a0f87f1eedb7b269,entregar antar prever,1
cde97e23deec3aa11e838402378706ee,não poder aguardar chegar produto comprar logo acontecer opinião formar,0
3ff8285931cc9b54c9ad22ba78957f63,comprar dois produto receber somente mandar dois email loja não nenhum retornar insatisfeito,0
cdc5c81bd9377ccbf9cb95f05648c31b,recomendar,1
fdb0e5a14fb6456e28ce7b3b054b8843,não recomendar loja nem pretender voltar comprar nela mercadoria entregar após prazo quase mês após comprar site lannister costumar chegar antar prazo estranhar,0
7914fa319f12631679d1704d7dcd17df,top recomendar,1
deb6f26fd2c11c556bc9245fd9203469,atender expectativa,1
6591adaa3a855d13090d5fd151ad96c2,entregar antar prazo produto prático fácil manusear,1
d47fc43c8cd140d66190c178ecfb438d,decepcionar,0
c4a20a1d2d634f814cca9311edd60e99,otimo produto nao vir manual problema,1
81e7291e2f92b492eb0340f4406c6897,pedir não encaixar diâmetro diferente serrar martelar poder caber encaixar restar tudo ok,1
eb6d75bedecae7b3dbea11b8530637d8,excelente produto,1
593f9b33c3a4c74e37b7b7c49f0cedc4,tudo certar,1
a36150969fe6bd09ed011dd78aeb0189,demorar entregar detestar atendimento nunca comprar baratheon vender mesmo bem melhor,0
2c303fb6b2f9c16f324f7deb88e736fe,produto bom,1
43992f6d75ecc01ddd8c748b9362bc81,produto não chegar segundar rastrear parar ribeirão preto sp,0
8b4c14417bccab81710772ecb8b23fd6,produto dar defeito vez usar,0
3528296df9092b7a7b88bd036e3f8a8e,produto show super recomendar produto profissional qualidade,1
252b934455d29ca8cc070504686ecc52,agora não receber produto,0
b736ff4204044e49e39062584d06fa74,loja anunciar produto entregar outro,0
c7475b2c4448321756b6136327f1394e,super recoendo bom rapido vir ja chegar,1
44cdb9cb9c9f8d6bcea59e0b61b8df6a,produto chegar bem,1
927eaaaaeebc8579c91927f2d0b40049,otimo,1
65b934c20d632fc2df0fd4723464fa78,errar caixa acústico apesar ter ser entregar rapidamente substituir caixa meteoro caixa borne tentar reclamar lannister sistema estaav ar guitarra acessório corretos,0
af9e54a155c1248534f1fa60179c6393,satisfazer,1
ea12cd666e65ef6cfc48e7ddd8596833,parabém loja revendedor apesar ter demorar pouco,1
8023f946d9b261cb0ecb604703427917,ótima comprar entregar dentro prazo bom período validade,1
4faa35770cc4dbf5f2725bcebdd1bdc6,jogar toalha lindar bonito foto amar,1
c239d18d7e310e477d5e7b76b362db1d,produto entregar umar alçar problema faltar pinar fixação,0
b3df5ccdfff218d039dd166e3da759f5,marcar dia entregar pedir rastreamento marcar produto haver ser entregar datar realidade não entregar produto entregar dia,0
c11da18223114c483b887b9914045f79,loja além fretar ser caro produto levar quase dia útil chegar casar,0
6f885e2fd69412264d9e74e805175d53,receber bem rápido porém vir outro produto não pedir modelar vir diferente cor vir capa não zíper enfim não recomendar,0
b83ba2a97932a8a661f5bf8eac7642bd,sempre comprar stark satisfazer,1
a6c58307ee35180cf0dc1d39466db359,fazer comprar tabelar graça deus dar tudo certar ficar grato poder confiar,1
f7eb8792e67d53e01a224bfa9b6802b2,horrível cancelar comprar dia antar entregar ligar lannister atendentes não saber acontecer bagunça agora esperar ver ir ser cobrar,0
4940d39efaa50e020312724f6a6e5efa,super recomendar produto qualidade eficiência entregar receber antar combinar recomendar,1
7bd303edd3865abe8addb98d2a2e6577,bom produto bom vir dentro prazo chegar dia parabém,1
7dada5b776c67a2995d44b56122c1aba,enviar solicitação site trocar endereçar receber mensagem ir ligar h não ligar,0
11caa17c5966423a2f73ded6a13ad638,tudo ok baratheon sempre responsável entregar,1
4dd68a0dee5ede8a445f797c46bca436,acabento foto bonito chegar sintetico feio acabento todo borrar orrivel nao gostar,0
f55ac350831de6694d569e9c0176dacd,desordenar comprar três produto não vir dia sertão vir separar datar separar,0
3fb929ba2924ff0a47858efb007ceee1,otimo entregar rapida,1
d0c2b9d96c387604a96ae43e7126cf9b,bom,1
58b27f28e98acdaec89d736d8ed79dd5,mercadoria certo entregar prazo combinar grato,1
96ee030286f50f61c6d199bdfaa5573d,ruim,0
6280ca6a9e8c3a56b668ec8c5396caaf,passar dia previsto,0
968989a3b5192c9b9436fe7546acaca4,fazer comprar kit entender receber frasco cápsula cada não frasco cápsula total não ir devolver porque precisar produto,0
dc92cf357f5eb4d61b6a95fed53d17e1,entregar bem antar prazo perfazer,1
382d855ffdd4f5e66594dbfb1566e96f,cada vez comprar ficar satisfeito parabém honestidade cliente,1
06aa3111724159bb69b8568181ec05c4,bem rapido entregar bom comprar vcs,1
3db041dd46e9935752c691a2093799c2,produto não recomendar não ler nenhum dispositivo,0
9ad64902b6c9bfad48bbe4d17e4dcb4b,entregar super rápido parabém,1
6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,recomendar tudo rápido eficiente,1
8f9aa50ee40780ba3f79614530a34ebe,bom cremar maravilhoso entregar super rápido,1
f3f77d01a24ce4da52b6f7e83e71498d,tentar cancelar produto desde antar emissão noto fiscal não avisar correar não nenhum respostar cancelamento nao conseguir devolver,0
2fe0ca8fe19ae1ab68408a1235bbd054,chegar hoje comentário,1
b396ba75350276a6cc1993b6627dceea,lamenetável bom noite lamentável loja tanto comprar ja fazer hoje não satisfação sequer relógio importância real produto defeito agora não dar retor,0
610a49f3e897c9295111d0a8c0d6e65b,bom esperar,1
f3401a1de0c152923ba58cf7b7d2b84a,qualidade ruim capar protetora não exatamente esperar deixar desejar tipo material qualidade,0
ef9ef383ff6625e8e118db388ad3420d,insatisfeito site produto parecer ter melhor qualidade material acabamento,0
5d6f9cddc8335878d8bf20c3bd4602e8,mega recomendar receber produto corretamente dentro prazo verificar caixa tudo corretar ainda não montar produto lindar cor perfeito amar super recomendar,1
f4d74b17cd63ee35efa82cd2567de911,embalagem deixar desejar pouco produto não danificar caixa todo amassar,0
3a336941a21a96535c9b70e3d28be499,excelente produto parabém produto entregar bem antar prazo atender necessidade,1
d31fe8f01470eff5b2a3668c9a328913,recomendar,1
f677a419ee4910ae12bf8cb73dc0d332,faltar cabo manual,0
2e21bb397364fa799a4a1609fd2e6e3b,ótimo chegar bem antar prazo,1
670e12015ba4dca0bc1d220aaf5c19f9,entregar prazo produto bom,1
7cae6dc895e8f5238f2300e103742ce2,produto embalar apenas papel pardo sobrar embalagem enviar correio lógico embalagem chegar amassar deus saber produto funcionar não ainda não testar,0
5e5ae81fbed794a34c7b44744b168a5f,achar q dever mandar sedex invés pac,1
af41ee42a3e2dc767023449fda6c12fa,último vez comprar pois hoje ir fazer mês fazer comprar nado demorar tempo entregar estar procurar direito contra loja lannister targaryen,0
d28138dcbee5d50ca9dddb812d21ce85,lindar faltar instrução trocar pulseira,1
cc4e1115d5c84efa5976f12404569949,produto exatamente conformar descrever chegar bem antar prazo,1
07b48dbc11677f5021dbefcaba550ed2,produto chegar bem antar prazo estipular amar atendimento super recomendar,1
4f2d420b33665f546c373953c8dfb5fd,não gostar produto material mau qualidade,0
bfd1c687738141ef5861a1a1269ca855,dois produto comprar entregar apenas,0
6724babb3b9952660bc345b5f5a4db07,nao comprar lannister parceiro lannister não targaryen jamais usar novamente ler dessar empresar sair correr absurdo quase mês entregar extra ok,0
c5efc0219f2949a8f81d5e8b39b9ca0c,receber corretamente produto,0
830cc72c5691e78c2cde500865e21e65,receber produto dentro prazo informar ainda não utilizar,1
8a310b56e4d05a7786d23986a1a49ae9,recomendar pedir chegar antar combinar bom,1
d44b85fda6987ad606e1b7c62dd481e4,produto entregar conformar anunciar,1
5c1ba09de5c746017d406bd2cfefeca3,nao entregar produto receber apenas pedir produto precisar pedir restante,0
5fb1fed9d3ca845936082614bd07cec2,loja,1
700135724fcdc3170960fd95b8fb5904,violão comprar lindar porém cor adesivo não conferir foto atar comprar aprovar,1
b54c1776f5955ced2f54c711c665a025,nem fazer noto fiscal,0
264527c876f418e7b43e09f0079942e2,chegar antar prazo produto excelente,1
d6c0b888949f0c3f236d67f588913930,recomendar trabalhar profissionalismo loja lannister indicar certeza,1
f4d2c6ed9bebda9d41573e30f3d629b5,mp player não funcionar trocar pilho diverso vezar devolver,0
91283389ca8846dd242990c799a85f5e,super recomendar produto bom,1
5159ec80ded330546c2f4a3d23c911d2,pré treinar bom melhorar mercar não melhor,1
308400be88a43702db20fbb71b6cff74,loja postar produto mediato correar demorar pouco,1
557d0e6fe3a03460bb041cd5b3f7427d,sempre comprar stark sempre bem atender site eficiente produto ótima qualidade recomendar todo poder comprar olho fechar,1
513f392b12d02aef2c303846b4710eb6,bom desde comprar entregar td direito rapido,1
949127f36b466d3e93a6f3688062cd77,captador presys blend tudo ok,1
341ccd0a62b82793121e9ebdd1eafaf9,targaryen não confiança não entregar comprar colocar rastreamento pedir entregar dia empresar falso querer receber produto pago boletar bancari,0
396ca63a1ddba5ae532c35316166b90f,entregar qualidade produto acordar esperar,1
6d1e743b69d68d1864f8cb45e74be0d2,excelente recomendar,1
0272d07f5d34a8c3d31272e7ff967e7b,bolsar bonito dentro não forrar bem fragil,0
320ae91d4c5cb8164c168fc68392a5fb,produto pirata instalar cartucho tinto impressor indicar vaziar apresentar mensagem errar cima marcador nível tinto solicitar trocar,0
80d8874af03512892908e3910ca8ed00,bom recomendar produto,1
6d7d0a5e33c92adf782b137720eeefa6,produto fraco quantum site não questionar sempre cumprir super combinar recomendar sempre produto fraco,1
5f8ed42b9eee8adbd7344caca4ca507e,bom todo aspecto,1
e5a35475f7efa7f6abac5febba3fb464,hoje satisfazer sbmarino,1
b92b5b1122f1298b87bc7882115db417,não entregar dois capar couro comprar apenas aguardar devolução dinheiro entregar segundo capar,0
92e62e4f3ea203ac193f3271d85b11ea,gostar,1
f922b9d00a755863556181c1a366193d,noto ficar feliz tecer achar faltar lençol cima ficar completar esperar logo lançar,0
49f6f0bbf53f6d961deefc4d2fb0a6cd,chegar antar prazo cabeceira lindo,1
7c43af1205ff01c2b95065b2b02b3343,algum confusão vendedor stark pois receber email stark pedir cancelamento produto algum imprevisto entregar negar receber produto dia,0
6b15d200f47b4e13b03d237fd0b1894e,gostar produto chegar tempo certar vendedor parabém,1
c25f2dc8ab33facf7a72f76c8a47d75a,atendimento excelente,1
fa82e03e20dd362ebe83572fc81398c7,gostar,1
f8499130452fd0f108a9a24454f51c32,dia maio usar alçar quebrar pesar,0
72093b147d797e6abbdf569bf07bf57f,toalha maior campeão brasil maravilhoso,1
4292f07bf6cb46aa563a430e6d9cf10b,entregar realizar antar prever bom produto satisfeito,1
1545c0d2c381662ba869e91e4c1aaca1,agora tudo bem esperar entregar produto,1
032cfb72d792d30b6181b482d85f8d1a,tudo certar comprar ocorrer esperar desde pedir recebimento produto tudo bem certo,1
67c79a3a4b7d8e4fc8590fb8ca4d3f8a,produto entregar antar prazo,1
5fdcb2a2c4de7fbbf5715788535f4a96,gostar produto exatamente bocar esperar entregar dentro prazo parabém recomendar loja,1
8eaebf463e205cdcc126801ca343a33f,comprar produto cor preto chegar cor vermelho,0
90febfe6ab599694729eaba46be1d3ad,segundo vez comprar nesta loja super eficiente entregar rápido antar prazo contratar produto bem embalar noto obrigar,1
380884f53f113319198a99516da2ada4,recomendar otimo,1
b50001aa0bbd7557c4ad80eee167a2a1,ótimo,1
5fd2d6fbe0e63511703a80078e938be5,pensar mochila material resistente,0
ed2842d0aa7ac6285c7547d17f17da4d,comprar produto vir outro mandar msg informar errar porém não obter respostar obrigar,0
9a8d24623d56c13f950247baa73f4c80,produto demorar muito chegar,0
4b4f1f1ad3fcac5ed98109ed67b1d072,so receber relogio correar att,0
6d5cbd66b8b52a035e44276fdda28797,entregar rápido produto conformar esperar,1
f74dd1cc5d081bff126d062eec26f695,otimo tudo anunciar ótimo produto,1
9d14b1424ca737608bc50f9d3c1a78bb,produto bom qualidade exatamente conformar anunciar preço baixar atrativo,0
9ba260ed7e6a228e5e9910e035a70c7f,somente entregar unidade invés dois,0
a3d308c5563d93a99c7896bf7ff94e80,adorar produto receber antar prazo combinar ficar bonito,1
3f71ee62eb5acdc9b5121f6d99901583,perfazer satisfazer,1
668aad714767396c2b7d949a27913bb7,lol pet otimo produto pôr caro demais,1
ddda0fa55fc550a8f14f6ae00652fcf9,produto otimos entregar rápido super recomendar,1
cf1917bdb6925187eb7886ad0a11e745,bom,1
699b866b71b5ad31f1faa2b1ab4fe1a6,receber sim defeito encaixe sao dois igual nao fechar,0
73a58bd10f2667a04ee95df0071d5988,ainda não receber,0
30a4f0f115950517b46d48046b609bd1,excelente pó vender excelente através sr renato,1
16e2b94c7b6c1107c0abec3a77ae3afa,gostar produto entregar vir antar prazo recomendar ficar bem encaixar celular não tirar elegância aparelhar outro capar deixar monstruoso tamanho,1
0a9d200bdef258e70eb48398e1287d6d,bom,1
41b377e06cb52feb5630c3ce360cd8cd,agora nao receber comprar aparelhar questao saude portanto nao recomendar loja,0
cea53cba54c5c3a5d28db7b0bb013ace,recomendar todo produto ótima qualidade entregar problema,1
19910e37f2130c56f553edfbdc0c65fb,ótimo custar x benefício produto chegar dentro prazo vir conformar descrição excelente,1
4564316d686dc211b70511906d579588,produto chegar antar prazo gostar bastante agora rapaz ano ir aproveitar maximo,1
1ff86f2ca823caab2e02507d2633081d,gostar saber chegar produto pois passar datar previsto entregar gostar respostar aguardar,0
30aadf8886ca1e6aea4a06c0609a62c8,loja noto,1
179ac76606aa67e8f50238e3bb1d8933,parabém receber antar prazo tudo corretar combinar,1
d49137ea593f67aa74446503e88aa91d,produto entregar diferir pedir tratar produto inferior gostar solucionar problema não satisfazer procedimento,0
4fa8392da03c452f77faa3f2952fa346,bom bom,1
d3b4d016ccfc708c50866b550f903b9d,comprar produto pagar boletar receber dois produto anunciar coisa mandar outro insatisfeito,0
1708bf606fae9970482894dabb9e2fa8,entregar antar prazo produto bem conservar,1
cbd63dc4f83043f2714e48fe8a83957d,produto ótima qualidade adorar,1
c1f198cdce8b992a9cddc3aaba11e689,produto entregar ótimos apesar demorar expedir noto fiscal expedir entregar rápido produto vir bem embalar recomendar,1
19074f5809403265fc47263ea93325ee,comprar produto dia iniciar março não receber prazo abrir protocolo resolver situação,0
c54629f4fc4dcf65a10efb35322ec769,não receber produto assim nenhum contato partir vendedor,0
1c6d1543dc13cb2465c63ac5de6cb4d0,nem ratrear conseguir,0
31b60e2f8f2acfe8f213ca252f1066c1,noto,1
1f836d160f50247a394034abd93b7c24,esperar instalador,0
a835f8e62dd58cf9c07678bdd7cfb935,comprar produto ser entregar loja ainda não receber pois assim passar datar entregar,0
d92b28e1533de65ba31b2d6756a72faf,ótimo serviço,1
b66f1f980a4832698b613bcce72bb779,ótima comprar ótimo produto sentir falto algum comunicar comprar chegar produto contato valer,1
782be3066f784bbc0a5f4f5256172488,vir conformar pedir pó vender não responder nenhum perguntar,0
1489ef235189b9e5e1a9d4308bf228bd,comprar dois mochila receber apenas natal chegar agora nado,0
26c45530efaca67680b0df712600454a,perfeito,1
b0ac2d014efe743e181a5e8dc9cfb8ad,preço ótimo prazo entregar longo mês entregar comprar cartucho entregar apenas reclamar enviar outro ainda dentro prazo entregar,0
edd86e0af4dc62b340c60d846643cbf9,produto ok prazo estender porém entregar prazo divulgar propaganda cadeira conformar foto vir montar fácil lindo,1
5b6a0d5350fe3036f41d543d06eb7a5b,excelente simplesmente lindar adorar produto tamanho perfazer comprar vários produto fazer ano comprar baratheon,1
18abfe82de3995ac67d737ecc8189a31,bom chegar dentro prazo,1
c374da82d5c67281544168e3cfb22be3,otimo preço entregar antar prazo produto ótima qualidade,1
bbb937e9c2b62a2205af03e8a7fed42b,comprar relogio presentar natal filhar atar agora nao chegar enviar mensagem ultimar converso relogio chegar ontem pôr nao receber nado,0
77ac6288ca3e09284cb264d6b0b4d7a2,poder entregar rápido fim ano,1
284e9d66ebdec028eab3b817447014ac,otima vender tudo perfazer,1
b297a6deb0afe6ada1c2b0fe0365de83,produto ótima qualidade chegar antar tempo esperar amar,1
b495f6f95880a213da87b39539fefad9,vir bem embalar enviar rápido,1
88b1ded591cdd8c4f48c5285c7599392,satisfeito comprar recebimento produto dentro prazo,1
608e890852fc78c3854d83a0cfab8557,agora não receber nado colcha previsto anteontem agora nado,0
cb0de6745dc7d44ff821eabbc2613df9,pincel vir amassar não condizer algum foto condizer descrição fraco não caber casar vir descolar,0
0871369412bd49aef1b9f916700a9495,produto correspondente expectativa entregar antar prazo estabelecer,1
e47020cf52099bce9dc57524ea41218b,indicar loja comprar sempre lannister,1
71f7323f884804c6d38bbcd658e07318,produto vir diferente q mostrar foto não luxar nem acolchoar dizer,0
180e67ff4510555ef7d76de7fe42c11c,tudo normal comprar internet obrigar,1
7dd163fe175817e9e57f965a4382ecab,recomendar todo bom comprar,1
500dab66d2c2cc1b14d64d0e1aa346db,produto chegar dentro prazo ater custar benefício porém bolsar não forrar alçar plástico satisfeito,1
9e96e374304db42a8aecd4a97d53cc1b,super recomendar plenamente satisfeito aquisição recomendar único coisa não concordar valor fretar autíssimo,1
32cba2bc8e4b8a57f2063c108e2d6693,comprar enviar,0
86b8f28757b213a5f9888c8f31f15dc5,parecer mantar bem alimentar murchar batata palha tampar estranho parecer não fechar inox tampar feio,0
5bed105c6756af72c550e78d4e9bcba7,aguardar respostar hoje sobrar produto pago ainda não receber igual necessitar falar pessoa não máquina gravação,0
21d7fa60f781a98de43940c2573d07ee,super recomendar entregar produto perfazer,1
3e0449b3abd6563eef3fab99a2e5a9ec,parabém excelente atendimento qualidade,1
035cdc5e7ad5192da517cd947ed17a98,excelente loja,1
19205689f830b4a8f7372c7655e7c4a7,produto entregar antecipadamente,1
073075873e2d7603248cfc951ad7c2c8,gostar comprar receber produto antar prazo bom qualidade recomendar,1
505f890341880ff7158b09cabfd90ece,super recomendar stark sempre chegar antar dta previsto d,1
f8629b549f7dbe5911ac684cd67b75ad,correio não entregar,1
2f17f8ffe35062ac9d76c4dde9c181eb,entregar feito prazo produto perfeito condicoes parabens equipar,1
cb0afd21795569cda373d39c5a0ca502,ainda não receber produto,0
d34ad0ccdfa8649968e8eb3cac55e8b4,gostar receber produto corretos tentar realizar trocar devolução dinheiro cartão site lannister não possibilitar realizar,0
12f226601192062b644b158e0af9e723,super satisfeito produto perfazer entregar rápido satisfeito,1
2d0d80576ee9bbab49cc108d9ec7a0fb,produto vir defeito devolver conformar informar postar correar conformar indicar hoje não receber nenhum notificação empresar quantum devolução análise ter meuressarcimento,0
c70f661829da37bccaeda6bcb6aed01e,pedir chegar antar prazo obrigar,1
45d1572f5bfca2707ae6748265f8169a,receber cartucho abrir reclamação site ainda não obter respostar,0
cca1567911b8150cfda5ce46e6a8ad7a,produto alto qualidade descrição conferir produto entregar tempo certar recomendar,1
8f16e30ff188fe57a427fee7afb60c90,tampar mesa chegar todo amassar bater,0
a099d25e117c98a5d7ae5b70119b7f32,dentro prazo porém poder agilizar outro produto entregar dia,0
90d7c8c2bc4d1328995149f3fd6ea941,relógio lindar entregar rápido recomendar,1
294845299f875a2abb84852d4c5be77b,adorar pequeno fácil usar não arranhar apelar limpo pelar recomendar,1
83f2d758c5e31f14e3d8ce9bff55780e,super recomendar sempre excelente serviço,1
f43eeb6bb515e7c94635efb799ac5901,momento n recebir produto,0
4ba573578ef9ba73205025d483690779,sempre lannister entregar certo,1
94d950a41403f4a115ab713488ddb3cd,produto perfazer chegar antar prazo,1
56f8b1f478a87c6604588ad148e61ca8,bom produto bom produto melhor esperar entregar prazo gostar bastante,1
7b66de927426b71a817aa36df5e8a0b3,bom produto preço cobrar,0
f90a3cc882abfe97a109dbd6d6e1203a,sdds,1
a425fade0a366210ed595648f21cb93d,bom produto recomendar,1
d759baf5b86943cc94607ca678da40f4,ótimo,1
7f2c8f10a5eec4375a11cbcb3573310d,entregar dentro prazo importante,1
